"R0000100","R0536402","S7514300","S8646900","S8647300","S8647500","S8647800"
4304,1982,4,2,3,1,1
4305,1984,1,-4,-4,-4,-4
4306,1981,-5,-5,-5,-5,-5
4307,1984,2,-4,-4,-4,-4
4308,1983,-5,-5,-5,-5,-5
4309,1982,2,-4,-4,-4,-4
4310,1984,0,1,1,4,1
4311,1981,2,-4,-4,-4,-4
4312,1983,2,-4,-4,-4,-4
4313,1984,2,-4,-4,-4,-4
4314,1982,4,-4,-4,-4,-4
4315,1983,-5,-5,-5,-5,-5
4316,1981,0,-4,-4,-4,-4
4317,1982,1,-4,-4,-4,-4
4318,1981,0,-4,-4,-4,-4
4319,1982,0,-4,-4,-4,-4
4320,1984,-5,-5,-5,-5,-5
4321,1982,0,1,2,3,1
4322,1984,0,-4,-4,-4,-4
4323,1980,0,-4,-4,-4,-4
4324,1984,2,-4,-4,-4,-4
4325,1983,-5,-5,-5,-5,-5
4326,1980,2,-4,-4,-4,-4
4327,1980,-5,-5,-5,-5,-5
4328,1982,2,-4,-4,-4,-4
4329,1980,0,-4,-4,-4,-4
4330,1981,2,-4,-4,-4,-4
4331,1982,2,-4,-4,-4,-4
4332,1983,0,-4,-4,-4,-4
4333,1980,2,-4,-4,-4,-4
4334,1984,2,-4,-4,-4,-4
4335,1981,2,-4,-4,-4,-4
4336,1982,-5,-5,-5,-5,-5
4337,1984,1,2,2,3,1
4338,1983,2,2,1,3,1
4339,1983,2,-4,-4,-4,-4
4340,1982,4,-4,-4,-4,-4
4341,1984,2,-4,-4,-4,-4
4342,1982,-5,-5,-5,-5,-5
4343,1984,-5,-5,-5,-5,-5
4344,1982,1,2,3,3,1
4345,1981,2,-4,-4,-4,-4
4346,1982,2,-4,-4,-4,-4
4347,1984,2,-4,-4,-4,-4
4348,1981,2,-4,-4,-4,-4
4349,1983,1,-4,-4,-4,-4
4350,1982,0,-4,-4,-4,-4
4351,1983,1,-2,1,2,1
4352,1980,2,-4,-4,-4,-4
4353,1980,2,-4,-4,-4,-4
4354,1980,2,2,2,2,1
4355,1982,0,-4,-4,-4,-4
4356,1984,2,2,1,1,1
4357,1981,1,-4,-4,-4,-4
4358,1983,1,-4,-4,-4,-4
4359,1982,1,-4,-4,-4,-4
4360,1981,-5,-5,-5,-5,-5
4361,1980,2,-4,-4,-4,-4
4362,1984,1,-4,-4,-4,-4
4363,1982,2,-4,-4,-4,-4
4364,1984,3,3,1,2,1
4365,1984,2,3,3,-2,2
4366,1981,2,-2,-2,-2,1
4367,1984,2,-4,-4,-4,-4
4368,1982,-5,-5,-5,-5,-5
4369,1983,0,2,1,2,1
4370,1981,3,-4,-4,-4,-4
4371,1982,3,2,1,2,1
4372,1983,4,2,2,2,1
4373,1984,0,-4,-4,-4,-4
4374,1983,2,-4,-4,-4,-4
4375,1983,3,-4,-4,-4,-4
4376,1984,4,-4,-4,-4,-4
4377,1982,4,-4,-4,-4,-4
4378,1981,2,2,2,3,2
4379,1983,2,-4,-4,-4,-4
4380,1981,4,-4,-4,-4,-4
4381,1982,2,-4,-4,-4,-4
4382,1980,-5,-5,-5,-5,-5
4383,1984,-5,-5,-5,-5,-5
4384,1981,-5,-5,-5,-5,-5
4385,1984,-5,-5,-5,-5,-5
4386,1981,1,-4,-4,-4,-4
4387,1984,0,-4,-4,-4,-4
4388,1982,2,-4,-4,-4,-4
4389,1980,0,-4,-4,-4,-4
4390,1983,0,-4,-4,-4,-4
4391,1983,2,-4,-4,-4,-4
4392,1982,-5,-5,-5,-5,-5
4393,1980,0,4,1,2,1
4394,1980,2,-4,-4,-4,-4
4395,1984,3,-4,-4,-4,-4
4396,1984,1,1,1,-2,1
4397,1984,0,2,3,3,3
4398,1983,2,-4,-4,-4,-4
4399,1982,2,-4,-4,-4,-4
4400,1980,2,-4,-4,-4,-4
4401,1982,0,2,1,2,1
4402,1980,1,-4,-4,-4,-4
4403,1983,0,3,2,4,1
4404,1980,-5,-5,-5,-5,-5
4405,1983,2,-4,-4,-4,-4
4406,1982,4,-4,-4,-4,-4
4407,1983,4,-4,-4,-4,-4
4408,1983,2,-4,-4,-4,-4
4409,1982,-5,-5,-5,-5,-5
4410,1980,4,-4,-4,-4,-4
4411,1982,2,-4,-4,-4,-4
4412,1983,4,-4,-4,-4,-4
4413,1984,2,-4,-4,-4,-4
4414,1984,2,2,3,-2,2
4415,1981,-5,-5,-5,-5,-5
4416,1982,4,-4,-4,-4,-4
4417,1980,0,-4,-4,-4,-4
4418,1981,4,4,1,3,1
4419,1984,2,-4,-4,-4,-4
4420,1981,-5,-5,-5,-5,-5
4421,1982,2,4,2,2,2
4422,1980,2,-4,-4,-4,-4
4423,1983,4,-4,-4,-4,-4
4424,1983,2,2,1,3,1
4425,1984,2,-4,-4,-4,-4
4426,1984,2,2,2,3,1
4427,1980,4,-4,-4,-4,-4
4428,1981,2,-4,-4,-4,-4
4429,1982,-5,-5,-5,-5,-5
4430,1981,2,4,2,3,1
4431,1982,0,-4,-4,-4,-4
4432,1984,2,-4,-4,-4,-4
4433,1983,-3,1,1,2,1
4434,1983,2,-4,-4,-4,-4
4435,1984,-5,-5,-5,-5,-5
4436,1981,2,-4,-4,-4,-4
4437,1984,2,-4,-4,-4,-4
4438,1983,1,-4,-4,-4,-4
4439,1980,4,-4,-4,-4,-4
4440,1984,2,1,4,1,1
4441,1984,2,-4,-4,-4,-4
4442,1982,4,-4,-4,-4,-4
4443,1982,2,-4,-4,-4,-4
4444,1983,1,-4,-4,-4,-4
4445,1981,4,4,3,3,2
4446,1980,4,2,1,3,1
4447,1983,4,-4,-4,-4,-4
4448,1983,2,3,2,2,1
4449,1981,4,-4,-4,-4,-4
4450,1984,2,-4,-4,-4,-4
4451,1982,3,-4,-4,-4,-4
4452,1981,2,-4,-4,-4,-4
4453,1983,2,-4,-4,-4,-4
4454,1980,2,-4,-4,-4,-4
4455,1984,2,-4,-4,-4,-4
4456,1980,4,3,2,2,2
4457,1983,2,3,1,3,1
4458,1984,2,-4,-4,-4,-4
4459,1981,3,-4,-4,-4,-4
4460,1983,4,-4,-4,-4,-4
4461,1981,2,3,2,3,2
4462,1984,2,-4,-4,-4,-4
4463,1982,0,3,2,2,2
4464,1984,0,-4,-4,-4,-4
4465,1983,4,-4,-4,-4,-4
4466,1980,0,-4,-4,-4,-4
4467,1981,2,-4,-4,-4,-4
4468,1981,2,-4,-4,-4,-4
4469,1984,2,3,1,2,1
4470,1980,2,-4,-4,-4,-4
4471,1984,2,-4,-4,-4,-4
4472,1984,-5,-5,-5,-5,-5
4473,1980,-5,-5,-5,-5,-5
4474,1980,2,-4,-4,-4,-4
4475,1980,2,-4,-4,-4,-4
4476,1982,4,-4,-4,-4,-4
4477,1980,2,-4,-4,-4,-4
4478,1981,-5,-5,-5,-5,-5
4479,1984,2,3,2,2,1
4480,1984,2,-4,-4,-4,-4
4481,1983,4,-4,-4,-4,-4
4482,1980,1,-4,-4,-4,-4
4483,1983,0,-4,-4,-4,-4
4484,1983,-5,-5,-5,-5,-5
4485,1981,-5,-5,-5,-5,-5
4486,1984,-5,-5,-5,-5,-5
4487,1983,1,-4,-4,-4,-4
4488,1983,0,1,1,1,1
4489,1980,0,-4,-4,-4,-4
4490,1983,2,-4,-4,-4,-4
4491,1984,0,2,1,2,1
4492,1980,2,-4,-4,-4,-4
4493,1980,2,-4,-4,-4,-4
4494,1984,0,-4,-4,-4,-4
4495,1982,2,-4,-4,-4,-4
4496,1983,1,-4,-4,-4,-4
4497,1980,0,-4,-4,-4,-4
4498,1983,1,3,2,3,2
4499,1984,0,-4,-4,-4,-4
4500,1984,2,-4,-4,-4,-4
4501,1984,0,-4,-4,-4,-4
4502,1984,0,2,1,2,1
4503,1980,0,2,4,3,1
4504,1982,0,2,1,3,2
4505,1981,2,3,2,4,2
4506,1983,2,-4,-4,-4,-4
4507,1980,-5,-5,-5,-5,-5
4508,1982,0,-4,-4,-4,-4
4509,1982,2,4,2,3,2
4510,1983,2,-4,-4,-4,-4
4511,1984,0,2,2,3,1
4512,1982,4,-4,-4,-4,-4
4513,1981,2,2,1,1,2
4514,1983,2,-4,-4,-4,-4
4515,1980,-5,-5,-5,-5,-5
4516,1981,2,-4,-4,-4,-4
4517,1983,3,-4,-4,-4,-4
4518,1981,2,-4,-4,-4,-4
4519,1984,2,-4,-4,-4,-4
4520,1982,-5,-5,-5,-5,-5
4521,1982,4,-4,-4,-4,-4
4522,1980,2,3,2,3,2
4523,1980,2,2,2,1,1
4524,1983,2,3,1,3,1
4525,1984,2,3,2,-2,1
4526,1982,-5,-5,-5,-5,-5
4527,1983,-5,-5,-5,-5,-5
4528,1981,4,-4,-4,-4,-4
4529,1983,-5,-5,-5,-5,-5
4530,1982,-5,-5,-5,-5,-5
4531,1982,2,-4,-4,-4,-4
4532,1984,1,-4,-4,-4,-4
4533,1980,2,-4,-4,-4,-4
4534,1982,4,-4,-4,-4,-4
4535,1984,2,-4,-4,-4,-4
4536,1982,4,-4,-4,-4,-4
4537,1984,-3,-4,-4,-4,-4
4539,1983,3,-4,-4,-4,-4
4540,1982,-3,-4,-4,-4,-4
4541,1981,2,1,1,2,1
4542,1984,2,-4,-4,-4,-4
4543,1984,2,-4,-4,-4,-4
4544,1984,-5,-5,-5,-5,-5
4545,1984,3,4,3,1,2
4546,1982,3,-4,-4,-4,-4
4547,1981,4,-4,-4,-4,-4
4548,1984,2,-4,-4,-4,-4
4549,1982,2,1,1,3,1
4550,1984,4,-4,-4,-4,-4
4551,1984,2,2,1,3,2
4552,1981,2,-4,-4,-4,-4
4553,1984,4,-4,-4,-4,-4
4554,1982,-5,-5,-5,-5,-5
4555,1981,0,-4,-4,-4,-4
4556,1982,-5,-5,-5,-5,-5
4557,1984,2,-4,-4,-4,-4
4558,1982,1,-4,-4,-4,-4
4559,1981,2,-2,1,3,2
4560,1983,2,-4,-4,-4,-4
4561,1980,2,-4,-4,-4,-4
4562,1983,2,-4,-4,-4,-4
4563,1980,2,-4,-4,-4,-4
4564,1981,-5,-5,-5,-5,-5
4565,1984,-5,-5,-5,-5,-5
4566,1984,-5,-5,-5,-5,-5
4567,1983,-5,-5,-5,-5,-5
4568,1981,4,-4,-4,-4,-4
4569,1980,-5,-5,-5,-5,-5
4570,1983,-5,-5,-5,-5,-5
4571,1983,-5,-5,-5,-5,-5
4572,1980,-5,-5,-5,-5,-5
4573,1984,2,-4,-4,-4,-4
4574,1983,2,-4,-4,-4,-4
4575,1983,0,-4,-4,-4,-4
4576,1983,2,-4,-4,-4,-4
4577,1984,2,-4,-4,-4,-4
4578,1981,2,-4,-4,-4,-4
4579,1981,2,-4,-4,-4,-4
4580,1983,2,3,3,3,1
4581,1982,3,2,1,2,2
4582,1984,3,-4,-4,-4,-4
4583,1982,4,-4,-4,-4,-4
4584,1982,4,-4,-4,-4,-4
4585,1982,2,-4,-4,-4,-4
4586,1982,1,-4,-4,-4,-4
4587,1981,1,-4,-4,-4,-4
4588,1980,2,-4,-4,-4,-4
4589,1984,2,3,2,3,1
4590,1983,3,-4,-4,-4,-4
4591,1981,2,-4,-4,-4,-4
4592,1984,2,4,3,3,1
4593,1983,1,-4,-4,-4,-4
4594,1984,2,-4,-4,-4,-4
4595,1984,-5,-5,-5,-5,-5
4596,1980,1,4,4,4,1
4597,1982,2,-4,-4,-4,-4
4598,1983,2,-4,-4,-4,-4
4599,1983,2,-4,-4,-4,-4
4600,1980,4,-4,-4,-4,-4
4601,1980,4,3,2,3,2
4602,1983,2,-4,-4,-4,-4
4603,1983,2,2,1,1,1
4604,1980,-5,-5,-5,-5,-5
4605,1983,-5,-5,-5,-5,-5
4606,1983,1,-4,-4,-4,-4
4607,1984,2,-4,-4,-4,-4
4608,1983,2,-4,-4,-4,-4
4609,1984,1,-4,-4,-4,-4
4610,1982,-5,-5,-5,-5,-5
4611,1983,2,-4,-4,-4,-4
4612,1984,2,2,2,2,1
4613,1980,2,-4,-4,-4,-4
4614,1981,2,-4,-4,-4,-4
4615,1982,2,-4,-4,-4,-4
4616,1980,0,-4,-4,-4,-4
4617,1981,2,3,2,3,2
4618,1983,2,2,1,2,2
4619,1982,3,-4,-4,-4,-4
4620,1983,2,-4,-4,-4,-4
4621,1983,2,-4,-4,-4,-4
4622,1982,2,-4,-4,-4,-4
4623,1984,2,-4,-4,-4,-4
4624,1983,0,-4,-4,-4,-4
4625,1982,2,-4,-4,-4,-4
4626,1982,2,-4,-4,-4,-4
4627,1981,0,-4,-4,-4,-4
4628,1980,2,3,1,3,2
4629,1981,4,4,4,4,1
4630,1984,4,3,3,2,1
4631,1982,4,-4,-4,-4,-4
4632,1980,-5,-5,-5,-5,-5
4633,1983,2,-4,-4,-4,-4
4634,1982,2,-4,-4,-4,-4
4635,1983,2,3,1,3,1
4636,1983,2,2,3,3,2
4637,1981,2,2,-2,1,1
4638,1983,0,2,1,1,1
4639,1983,0,-4,-4,-4,-4
4640,1981,2,3,2,4,3
4641,1981,-5,-5,-5,-5,-5
4642,1984,2,-4,-4,-4,-4
4643,1980,4,-4,-4,-4,-4
4644,1984,2,-4,-4,-4,-4
4645,1983,2,-4,-4,-4,-4
4646,1983,4,-4,-4,-4,-4
4647,1982,4,-4,-4,-4,-4
4648,1984,2,2,4,1,1
4649,1981,3,3,3,1,1
4650,1980,0,-4,-4,-4,-4
4651,1983,0,-4,-4,-4,-4
4652,1980,-5,-5,-5,-5,-5
4653,1983,-5,-5,-5,-5,-5
4654,1982,2,-4,-4,-4,-4
4655,1981,1,-4,-4,-4,-4
4656,1980,2,-4,-4,-4,-4
4657,1982,-5,-5,-5,-5,-5
4658,1980,2,4,3,2,2
4659,1981,-5,-5,-5,-5,-5
4660,1980,0,-4,-4,-4,-4
4661,1980,2,1,2,1,1
4662,1984,2,-4,-4,-4,-4
4663,1980,-5,-5,-5,-5,-5
4664,1984,2,1,1,1,1
4665,1980,0,1,1,1,1
4666,1982,2,4,2,4,1
4667,1984,0,-4,-4,-4,-4
4668,1982,2,-4,-4,-4,-4
4669,1983,2,-4,-4,-4,-4
4670,1981,2,-4,-4,-4,-4
4671,1983,2,-4,-4,-4,-4
4672,1981,-5,-5,-5,-5,-5
4673,1984,2,-4,-4,-4,-4
4674,1982,2,-4,-4,-4,-4
4675,1980,2,-4,-4,-4,-4
4676,1981,-5,-5,-5,-5,-5
4677,1982,2,-4,-4,-4,-4
4678,1981,2,2,2,1,1
4679,1983,2,-4,-4,-4,-4
4680,1982,2,2,1,1,2
4681,1984,2,-4,-4,-4,-4
4682,1980,-3,-4,-4,-4,-4
4683,1981,2,-4,-4,-4,-4
4684,1983,-5,-5,-5,-5,-5
4685,1980,2,-4,-4,-4,-4
4686,1982,4,-4,-4,-4,-4
4687,1984,2,3,3,3,1
4688,1980,-5,-5,-5,-5,-5
4689,1983,2,-4,-4,-4,-4
4690,1980,1,4,2,4,2
4691,1983,2,-4,-4,-4,-4
4692,1980,0,3,2,4,2
4693,1981,2,-4,-4,-4,-4
4694,1984,2,2,2,3,1
4695,1980,2,-4,-4,-4,-4
4696,1981,2,-4,-4,-4,-4
4697,1984,2,1,2,1,1
4698,1981,-5,-5,-5,-5,-5
4699,1981,-5,-5,-5,-5,-5
4700,1982,-5,-5,-5,-5,-5
4701,1984,-5,-5,-5,-5,-5
4702,1984,2,-4,-4,-4,-4
4703,1982,-5,-5,-5,-5,-5
4704,1983,-5,-5,-5,-5,-5
4705,1981,-5,-5,-5,-5,-5
4706,1981,4,1,2,2,2
4707,1984,3,-4,-4,-4,-4
4708,1982,2,-4,-4,-4,-4
4709,1983,2,-4,-4,-4,-4
4710,1980,2,-4,-4,-4,-4
4711,1982,3,-4,-4,-4,-4
4712,1983,0,-4,-4,-4,-4
4713,1981,2,-4,-4,-4,-4
4714,1981,2,-4,-4,-4,-4
4715,1982,2,-4,-4,-4,-4
4716,1984,2,-4,-4,-4,-4
4717,1980,-5,-5,-5,-5,-5
4718,1981,2,-4,-4,-4,-4
4719,1980,4,-4,-4,-4,-4
4720,1983,2,-4,-4,-4,-4
4721,1980,2,-4,-4,-4,-4
4722,1982,2,-4,-4,-4,-4
4723,1982,3,-4,-4,-4,-4
4724,1980,4,3,2,3,1
4725,1980,2,-4,-4,-4,-4
4726,1981,2,-4,-4,-4,-4
4727,1982,-5,-5,-5,-5,-5
4728,1982,2,1,2,2,1
4729,1981,-5,-5,-5,-5,-5
4730,1981,4,3,1,3,2
4731,1981,4,-4,-4,-4,-4
4732,1983,2,-4,-4,-4,-4
4733,1984,2,-4,-4,-4,-4
4734,1983,0,-4,-4,-4,-4
4735,1980,0,-4,-4,-4,-4
4736,1984,2,3,3,3,1
4737,1982,-5,-5,-5,-5,-5
4738,1980,-5,-5,-5,-5,-5
4739,1982,4,-4,-4,-4,-4
4740,1980,4,3,2,3,1
4741,1982,2,-4,-4,-4,-4
4742,1981,1,-4,-4,-4,-4
4743,1982,2,2,2,2,2
4744,1983,2,-4,-4,-4,-4
4745,1983,2,-4,-4,-4,-4
4746,1983,-5,-5,-5,-5,-5
4747,1980,4,-4,-4,-4,-4
4748,1983,2,-4,-4,-4,-4
4749,1980,0,-4,-4,-4,-4
4750,1982,2,-4,-4,-4,-4
4751,1981,2,-4,-4,-4,-4
4752,1981,2,-4,-4,-4,-4
4753,1982,4,1,4,1,1
4754,1981,2,-4,-4,-4,-4
4755,1980,2,-4,-4,-4,-4
4756,1980,-5,-5,-5,-5,-5
4757,1983,4,2,1,3,2
4758,1980,2,3,1,2,2
4759,1981,2,-4,-4,-4,-4
4760,1984,1,-4,-4,-4,-4
4761,1983,1,-4,-4,-4,-4
4762,1984,2,-4,-4,-4,-4
4763,1983,2,4,3,4,1
4764,1981,2,-4,-4,-4,-4
4765,1981,2,4,2,2,2
4766,1980,-5,-5,-5,-5,-5
4767,1984,1,-4,-4,-4,-4
4768,1982,2,-4,-4,-4,-4
4769,1980,4,3,3,2,2
4770,1980,-5,-5,-5,-5,-5
4771,1983,2,1,1,1,1
4772,1984,2,3,2,1,1
4773,1980,2,-4,-4,-4,-4
4774,1983,2,-4,-4,-4,-4
4775,1983,2,-4,-4,-4,-4
4776,1983,2,-4,-4,-4,-4
4777,1980,2,-4,-4,-4,-4
4778,1981,0,-4,-4,-4,-4
4779,1983,2,-4,-4,-4,-4
4780,1980,2,-4,-4,-4,-4
4781,1980,2,-4,-4,-4,-4
4782,1981,4,2,1,4,1
4783,1982,3,-4,-4,-4,-4
4784,1983,2,-4,-4,-4,-4
4785,1980,2,-4,-4,-4,-4
4786,1983,2,-4,-4,-4,-4
4787,1982,2,-4,-4,-4,-4
4788,1980,4,-4,-4,-4,-4
4789,1982,4,-4,-4,-4,-4
4790,1983,2,-4,-4,-4,-4
4791,1980,-5,-5,-5,-5,-5
4792,1982,4,-4,-4,-4,-4
4793,1980,-5,-5,-5,-5,-5
4794,1981,-5,-5,-5,-5,-5
4795,1981,1,-4,-4,-4,-4
4796,1981,3,-4,-4,-4,-4
4797,1984,2,2,2,2,1
4798,1984,2,-4,-4,-4,-4
4799,1981,3,-4,-4,-4,-4
4800,1982,2,-4,-4,-4,-4
4801,1983,2,-4,-4,-4,-4
4802,1982,4,3,2,2,1
4803,1983,2,-4,-4,-4,-4
4804,1982,-5,-5,-5,-5,-5
4805,1983,2,-4,-4,-4,-4
4806,1982,2,-4,-4,-4,-4
4807,1982,-5,-5,-5,-5,-5
4808,1980,2,-4,-4,-4,-4
4809,1984,0,-4,-4,-4,-4
4810,1982,1,-4,-4,-4,-4
4811,1984,2,-4,-4,-4,-4
4812,1983,4,-4,-4,-4,-4
4813,1982,4,3,-1,-1,-1
4814,1983,4,-4,-4,-4,-4
4815,1983,4,1,3,1,1
4816,1980,2,-4,-4,-4,-4
4817,1981,1,-4,-4,-4,-4
4818,1984,4,1,2,3,1
4819,1982,1,-4,-4,-4,-4
4820,1982,2,-4,-4,-4,-4
4821,1983,2,-4,-4,-4,-4
4822,1983,2,-4,-4,-4,-4
4823,1982,-5,-5,-5,-5,-5
4824,1981,-5,-5,-5,-5,-5
4825,1981,-5,-5,-5,-5,-5
4826,1980,5,4,2,4,2
4827,1981,4,3,1,3,2
4828,1981,4,-4,-4,-4,-4
4829,1981,-5,-5,-5,-5,-5
4830,1983,4,3,3,3,1
4831,1981,1,-4,-4,-4,-4
4832,1983,2,-4,-4,-4,-4
4833,1980,4,-4,-4,-4,-4
4834,1980,1,-4,-4,-4,-4
4835,1983,-5,-5,-5,-5,-5
4836,1981,1,-4,-4,-4,-4
4837,1980,4,3,3,4,2
4838,1982,4,-4,-4,-4,-4
4839,1984,2,-4,-4,-4,-4
4840,1983,2,-4,-4,-4,-4
4841,1982,3,2,2,1,2
4842,1984,2,2,2,2,1
4843,1981,2,-4,-4,-4,-4
4844,1983,2,-4,-4,-4,-4
4845,1981,1,-4,-4,-4,-4
4846,1983,1,-4,-4,-4,-4
4847,1980,-5,-5,-5,-5,-5
4848,1984,2,2,2,3,2
4849,1982,-5,-5,-5,-5,-5
4850,1980,2,-4,-4,-4,-4
4851,1984,2,-4,-4,-4,-4
4852,1980,4,-4,-4,-4,-4
4853,1984,4,-4,-4,-4,-4
4854,1982,-5,-5,-5,-5,-5
4855,1983,4,-4,-4,-4,-4
4856,1981,2,2,2,1,1
4857,1984,2,-4,-4,-4,-4
4858,1984,2,-4,-4,-4,-4
4859,1981,-5,-5,-5,-5,-5
4860,1980,2,1,2,2,1
4861,1980,-5,-5,-5,-5,-5
4862,1981,2,-4,-4,-4,-4
4863,1981,2,-4,-4,-4,-4
4864,1984,1,-4,-4,-4,-4
4865,1982,2,-4,-4,-4,-4
4866,1982,4,3,3,2,2
4867,1982,0,-4,-4,-4,-4
4868,1981,2,-4,-4,-4,-4
4869,1983,2,-4,-4,-4,-4
4870,1980,4,1,-2,1,1
4871,1981,4,-4,-4,-4,-4
4872,1982,-5,-5,-5,-5,-5
4873,1982,3,-4,-4,-4,-4
4874,1984,2,3,2,2,2
4875,1982,2,-4,-4,-4,-4
4876,1982,2,1,1,3,1
4877,1984,2,-4,-4,-4,-4
4878,1982,4,-4,-4,-4,-4
4879,1984,2,-4,-4,-4,-4
4880,1983,0,-4,-4,-4,-4
4881,1983,4,-4,-4,-4,-4
4882,1981,4,-4,-4,-4,-4
4883,1982,-5,-5,-5,-5,-5
4884,1980,1,-4,-4,-4,-4
4885,1983,2,-4,-4,-4,-4
4886,1984,2,-4,-4,-4,-4
4887,1983,3,4,2,2,2
4889,1982,2,4,4,2,2
4890,1983,3,-4,-4,-4,-4
4891,1982,2,-4,-4,-4,-4
4892,1982,-5,-5,-5,-5,-5
4893,1980,-5,-5,-5,-5,-5
4894,1980,2,-4,-4,-4,-4
4895,1982,4,-4,-4,-4,-4
4896,1982,2,-2,2,2,2
4897,1984,2,4,2,4,1
4898,1982,2,1,-2,-2,-2
4899,1982,4,-4,-4,-4,-4
4900,1980,4,-4,-4,-4,-4
4901,1980,2,-2,-2,1,2
4902,1983,2,-4,-4,-4,-4
4903,1983,2,-4,-4,-4,-4
4904,1981,2,-4,-4,-4,-4
4905,1983,2,-4,-4,-4,-4
4906,1983,2,-4,-4,-4,-4
4907,1984,3,-4,-4,-4,-4
4908,1980,2,-4,-4,-4,-4
4909,1982,2,4,1,2,1
4910,1984,1,-4,-4,-4,-4
4911,1982,4,-4,-4,-4,-4
4912,1984,3,-4,-4,-4,-4
4913,1984,2,-4,-4,-4,-4
4914,1983,1,1,4,1,1
4915,1980,3,-4,-4,-4,-4
4916,1983,4,-4,-4,-4,-4
4917,1981,2,-4,-4,-4,-4
4918,1981,3,-4,-4,-4,-4
4919,1984,2,-2,2,3,2
4920,1984,2,-4,-4,-4,-4
4921,1981,2,-4,-4,-4,-4
4922,1983,-5,-5,-5,-5,-5
4923,1983,2,-4,-4,-4,-4
4924,1981,-5,-5,-5,-5,-5
4925,1983,-5,-5,-5,-5,-5
4926,1980,4,-4,-4,-4,-4
4927,1983,4,-4,-4,-4,-4
4928,1980,-5,-5,-5,-5,-5
4929,1982,2,-4,-4,-4,-4
4930,1984,2,-4,-4,-4,-4
4931,1982,2,-4,-4,-4,-4
4932,1982,2,-4,-4,-4,-4
4933,1981,-5,-5,-5,-5,-5
4934,1984,0,-4,-4,-4,-4
4935,1984,2,-4,-4,-4,-4
4936,1982,0,-4,-4,-4,-4
4937,1983,1,-4,-4,-4,-4
4938,1983,2,-4,-4,-4,-4
4939,1981,-5,-5,-5,-5,-5
4940,1982,-5,-5,-5,-5,-5
4941,1984,2,2,1,4,2
4942,1981,4,3,2,3,2
4943,1982,4,-4,-4,-4,-4
4944,1983,2,-4,-4,-4,-4
4945,1980,-5,-5,-5,-5,-5
4946,1983,-5,-5,-5,-5,-5
4947,1983,0,-4,-4,-4,-4
4948,1981,1,-4,-4,-4,-4
4949,1983,-5,-5,-5,-5,-5
4950,1980,0,-4,-4,-4,-4
4951,1983,0,-4,-4,-4,-4
4952,1984,2,2,2,-2,2
4953,1980,2,-4,-4,-4,-4
4954,1982,2,-4,-4,-4,-4
4955,1981,2,-4,-4,-4,-4
4956,1984,2,-4,-4,-4,-4
4957,1983,0,1,1,2,1
4958,1984,1,3,2,2,2
4959,1984,1,-4,-4,-4,-4
4960,1980,4,-4,-4,-4,-4
4961,1980,2,-4,-4,-4,-4
4962,1984,2,-4,-4,-4,-4
4963,1980,2,-4,-4,-4,-4
4964,1983,-5,-5,-5,-5,-5
4965,1982,2,-4,-4,-4,-4
4966,1984,2,1,1,3,2
4967,1983,2,-4,-4,-4,-4
4968,1983,2,-4,-4,-4,-4
4969,1983,2,-4,-4,-4,-4
4970,1980,3,-4,-4,-4,-4
4971,1983,2,-4,-4,-4,-4
4972,1980,-5,-5,-5,-5,-5
4973,1980,2,-4,-4,-4,-4
4974,1981,0,1,1,1,1
4975,1983,2,2,2,1,1
4976,1981,2,-4,-4,-4,-4
4977,1984,2,-4,-4,-4,-4
4978,1982,-5,-5,-5,-5,-5
4979,1984,0,-4,-4,-4,-4
4980,1984,-5,-5,-5,-5,-5
4981,1984,2,-4,-4,-4,-4
4982,1981,2,-4,-4,-4,-4
4983,1983,2,-4,-4,-4,-4
4984,1981,2,-4,-4,-4,-4
4985,1980,0,-4,-4,-4,-4
4986,1981,-5,-5,-5,-5,-5
4987,1983,4,4,4,4,1
4988,1980,1,-4,-4,-4,-4
4989,1982,0,1,1,1,1
4990,1982,4,2,2,-2,1
4991,1984,4,-4,-4,-4,-4
4992,1981,2,-4,-4,-4,-4
4993,1982,2,1,1,1,1
4994,1984,2,-4,-4,-4,-4
4995,1981,-5,-5,-5,-5,-5
4996,1983,2,-4,-4,-4,-4
4997,1983,2,-4,-4,-4,-4
4998,1982,1,-4,-4,-4,-4
4999,1983,-3,-4,-4,-4,-4
5000,1982,2,-4,-4,-4,-4
5001,1983,0,-4,-4,-4,-4
5002,1983,1,-4,-4,-4,-4
5003,1984,2,-4,-4,-4,-4
5004,1983,-5,-5,-5,-5,-5
5005,1984,0,-4,-4,-4,-4
5006,1983,-5,-5,-5,-5,-5
5007,1984,2,-4,-4,-4,-4
5008,1983,2,-4,-4,-4,-4
5009,1980,2,-4,-4,-4,-4
5010,1980,2,2,2,1,1
5011,1981,-5,-5,-5,-5,-5
5012,1980,2,-4,-4,-4,-4
5013,1982,1,2,2,1,1
5014,1981,2,1,4,4,1
5015,1983,1,-4,-4,-4,-4
5016,1981,3,-4,-4,-4,-4
5017,1981,4,-4,-4,-4,-4
5018,1984,2,-4,-4,-4,-4
5019,1981,2,-4,-4,-4,-4
5020,1981,2,-4,-4,-4,-4
5021,1983,-5,-5,-5,-5,-5
5022,1983,2,-4,-4,-4,-4
5023,1982,1,-4,-4,-4,-4
5024,1982,4,-4,-4,-4,-4
5025,1983,2,-4,-4,-4,-4
